"구분","1h","2h","3h","4h","5h","6h","7h","8h","9h","10h","11h","12h","13h","14h","15h","16h","17h","18h","19h","20h","21h","22h","23h","24h","최소","최대","평균"
"20230201","253.95","243.82","243.82","243.82","243.82","243.81","251.45","255.71","281.46","281.46","276.72","272.36","260.3","260.3","266.92","259.46","272.36","272.36","270.77","258.65","257","255.21","255.27","255.34","243.81","281.46","260.84"
"20230202","255.88","254.2","241.3","241.3","241.3","254.39","256.76","259.63","280.13","275.99","272.36","261.39","257.03","259.63","259.63","270.18","274.18","274.19","270.18","259.63","254.08","254.08","254.2","254.29","241.3","280.13","260.67"
"20230203","254.98","254.98","242.33","242.33","242.33","255.1","258.69","262.09","289.58","276.78","269.79","260.1","257.82","258.44","258.44","260.1","272.36","272.36","271.87","261.75","258.44","245.99","258.36","259.11","242.33","289.58","260.88"
"20230204","251.77","249.91","249.29","241.78","239.6","245.53","251.77","251.77","251.77","242.46","251.77","244.38","241.84","241.96","241.95","241.96","251.77","251.77","270.02","255.13","251.77","251.77","249.29","253.53","239.6","270.02","249.16"
"20230205","242.8","205.13","145.26","131.09","145.12","143.19","145.52","228.36","251.54","251.54","208.29","198.23","194.64","127.93","194.64","222.19","251.54","263.28","277.28","264.39","249.22","249.07","249.07","249.07","127.93","277.28","214.56"
"20230206","256.66","242.43","230.54","230.54","230.54","230.54","251.45","266.92","280.13","272.36","280.13","272.36","258.43","260.22","259.88","257.29","273.96","280.13","272.36","272.36","257.71","255.87","255.97","256.42","230.54","280.13","260.11"
"20230207","261.83","244.23","244.23","244.24","244.24","254.26","254.88","260.08","280.13","272.36","270.23","260.08","256","257.48","260.08","261.77","270.83","270.83","270.77","261.33","257.48","254.15","254.15","254.26","244.23","280.13","259.81"
"20230208","256.93","242.62","242.62","242.57","242.62","242.7","254.43","261.65","272.36","272.36","272.36","258.64","256.6","257.16","258.64","258.55","272.36","267.83","266.92","261.58","260.24","251.45","253.95","253.95","242.57","272.36","258.22"
"20230209","261.83","243.88","243.88","243.88","243.88","243.88","257.29","264.29","281.63","280.13","272.36","260.45","257.29","257.29","258.8","258.8","272.36","272.36","272.36","270.89","259.14","258.28","258.08","257.29","243.88","281.63","261.21"
"20230210","253.95","242.87","242.87","242.87","242.87","242.87","251.45","258.04","272.36","272.36","272.36","268.62","257.06","257.05","257.88","257.42","270.46","266.49","254.36","254.36","251.45","248.51","251.45","251.45","242.87","272.36","256.67"
"20230211","249.29","249.29","235.18","235.18","234.11","235.99","247.57","249.29","245.33","245.73","249.77","253.11","247.39","247.39","251.77","251.77","249.29","251.77","264.33","251.77","253.11","242.51","242.86","242.87","234.11","264.33","247.02"
"20230212","238.7","238.7","226.65","218.46","144.09","229.07","229.07","238.7","246.89","249.07","244.72","238.7","237.09","238.49","238.7","238.86","249.07","248.48","253.38","251.54","248.97","244.95","244.95","244.95","144.09","253.38","237.06"
"20230213","258.6","242.38","242.38","242.26","242.38","242.38","242.38","264.26","291.63","274.64","270.53","259.44","245.38","247.25","259.44","264.56","270.69","274.64","270.69","263.71","261.09","251.45","253.95","253.95","242.26","291.63","259.07"
"20230214","257.7","244.04","244.04","244.05","244.06","244.06","255.83","272.36","284.28","273.69","270.37","261.55","253.48","258.12","258.26","260.24","267.02","270.69","270.36","263.2","260.33","258.08","258.25","258.11","244.04","284.28","260.38"
"20230215","261.83","252.79","243.67","243.67","243.67","252.79","256.93","259.94","271.22","270.69","270.69","261.36","257.06","259.66","257.14","269.75","270.69","270.69","270.69","269.75","259.15","256.13","257.14","256.13","243.67","271.22","260.76"
"20230216","270.69","243.84","243.64","243.64","243.64","243.64","269.89","259.22","280.13","279.39","270.69","268.95","250.12","268.94","269.14","270.69","274.93","270.69","268.95","259.2","257.55","255.89","255.89","256.74","243.64","280.13","262.34"
"20230217","256.93","244.07","244.07","244.07","244.07","244.83","251.45","260.95","280.13","270.69","270.1","260.95","245.82","247.63","255.41","260.95","275.57","275.57","275.58","262.84","260.95","247.73","256.28","259.67","244.07","280.13","258.91"
"20230218","249.29","249.29","245.36","242.22","242.3","242.34","249.29","249.47","249.37","249.29","249.29","249.29","242.32","242.32","245.25","245.24","249.29","249.29","249.29","249.29","249.29","249.29","249.29","249.29","242.22","249.47","247.39"
"20230219","249.07","239.92","231.59","225.08","228.4","231.63","240.11","240.11","232.77","236.72","247.71","239.13","232.94","236.5","243.97","232.76","236.89","238.72","249.07","249.07","249.07","249.07","249.07","249.07","225.08","249.07","240.19"
"20230220","251.45","234.7","234.7","234.7","234.7","234.7","235.12","253.87","274.64","280.13","280.13","270.69","258.65","266.82","266.82","270.69","270.69","270.69","270.69","270.69","257","254.46","255.35","255.29","234.7","280.13","259.58"
"20230221","257.2","243.75","243.75","243.75","243.75","243.75","251.45","270.53","280.13","272.36","271.16","249.94","243.72","243.71","250.22","260.34","272.5","274.95","272.57","271.77","261.15","259.15","259.5","258.41","243.71","280.13","259.06"
"20230222","266.92","243.86","243.86","243.87","243.87","243.87","256.48","272.36","283.21","272.36","272.36","251.45","243.81","244.21","250.81","263.57","275.09","274.12","274.15","271.47","259.71","258.5","258.67","258.54","243.81","283.21","260.2"
"20230223","266.92","242.77","242.77","242.77","242.77","243.73","254.6","263.48","272.36","272.36","272.36","267.19","245.07","247.6","256.93","255.59","272.36","272.36","272.36","260.53","255.59","247.55","255.59","251.45","242.77","272.36","258"
"20230224","266.92","245.33","242.89","244.03","245.33","245.33","251.45","258.41","272.36","272.36","272.36","249.18","246.85","245.09","249.15","253.95","269.32","266.35","258.41","258.41","249.24","249.14","249.24","249.2","242.89","272.36","255.07"
"20230225","253.11","245.71","244.99","244.69","244.95","245.22","246.03","246.04","243.57","242.96","243.41","251.77","251.77","234.56","231.83","233.72","239.31","242.84","253.11","254.33","243.49","243.5","243.51","243.52","231.83","254.33","244.66"
"20230226","237","145.81","143.86","143.86","143.86","145.4","145.4","228.53","221.35","251.54","251.54","251.54","240.72","227.96","227.96","227.86","222.41","225.79","251.54","237.74","232.78","232.74","232.77","236.72","143.86","251.54","213.29"
"20230227","280.13","237.72","233.83","233.83","233.83","233.83","240.99","256.47","271.9","264.98","260.42","261.68","253.95","253.95","253.95","253.95","261.68","263.79","264.98","264.98","264.98","253.95","258.51","259.13","233.83","280.13","255.85"
"20230228","248.77","244.54","244.54","244.14","244.51","244.54","250.38","261.82","264.74","261.75","254.08","247","244.49","244.48","244.92","244.48","262.54","262.55","263.66","262.6","262.6","253.95","254.25","254.25","244.14","264.74","253.17"
"20230301","268.71","236.23","236.11","227.31","227.31","236.12","236.23","236.22","236.22","236.22","236.2","236.19","236.78","236.78","235.96","236.16","236.17","236.18","241.64","241.64","241.63","236.23","236.24","236.25","227.31","268.71","237.6"
"20230302","215.57","141.15","138.39","140.01","141.15","220.15","234.14","238.68","256.26","259.89","252.72","252.72","238.73","238.66","238.67","238.67","234.15","238.71","251.59","243.23","238.7","233.18","232.76","234.15","138.39","259.89","225.57"
"20230303","227.31","216.51","206.5","140.07","209.89","222.67","233.65","241.16","241.21","241.21","274.5","241.15","235.08","236.1","245.79","241.14","241.15","241.16","241.16","241.15","235.19","235.25","235.25","235.93","140.07","274.5","232.67"
"20230304","252.33","234.74","234.74","220.48","220.48","234.75","234.75","235.13","227.54","139.39","229.26","229.03","137.66","137.44","136.58","123.14","136.58","235.09","235.11","235.73","235.41","235.16","235.78","252.33","123.14","252.33","211.22"
"20230305","232.68","211.57","139.49","139.49","139.49","139.49","235.11","139.49","134.54","105.37","112.48","94.12","91.87","90.54","102.1","102.16","106.41","135.61","140.62","225.52","225.52","225.52","225.52","241.53","90.54","241.53","159.08"
"20230306","225.79","140.01","130.99","130.99","140.01","140.07","140.07","244.11","244","263.43","263.43","239.02","233.74","239","238.98","233.69","238.96","245.72","262.9","262.9","262.9","233.73","242.67","240.42","130.99","263.43","221.96"
"20230307","226.16","224.33","138.77","138.77","138.77","209.12","228.91","236.33","247.61","239.42","247.56","238.15","236.28","238.37","239.93","245.79","272.05","238.76","239.7","238.48","236.42","236.46","236.5","236.5","138.77","272.05","227.04"
"20230308","226.35","139.42","139.42","139.42","139.42","139.42","226.39","238.87","250.33","245.79","230.13","238.83","137.25","217.5","214.49","227.5","243.79","251.61","243.85","245.79","238.88","236.75","236.75","236.75","137.25","251.61","214.42"
"20230309","223.87","188.95","138.77","138.77","138.77","196.7","227.84","234.24","249.78","247.71","257.44","242.81","237.34","242.81","245.79","242.87","238.33","238.36","238.4","238.33","236.3","236.35","236.42","236.42","138.77","257.44","225.25"
"20230310","228.61","227.32","171.26","133.18","171.26","210.68","251.61","238.72","259.31","272.97","254.07","241.51","232.64","239.03","240.07","241.27","225.51","251.61","242.28","242.28","242.22","237.94","242.21","238","133.18","272.97","231.83"
"20230311","242.38","242.39","207.29","134.45","209.32","212.71","242.4","242.29","207.29","232.22","232.2","228.2","220.93","219.09","118.14","118.15","212.41","131.58","242.95","242.88","242.98","242.98","242.86","242.93","118.14","242.98","214.08"
"20230312","241.93","241.69","134.68","133.77","134.53","216.33","241.71","219.43","131.81","117.66","116.28","115.1","111.96","110.93","111.2","111.61","115.1","193.96","217.57","217.57","199.75","199.75","199.75","199.75","110.93","241.93","170.91"
"20230313","194.97","127.42","116.27","116.26","127.4","128.56","134.77","235.77","255.77","274.5","238.66","237.92","236.12","236.12","237.12","236.12","235.24","237.92","251.05","251.05","237.68","235.37","236.12","235.41","116.26","274.5","214.69"
"20230314","233.52","193.29","132.7","132.7","132.7","210.68","234.42","239.29","245.79","274.04","255.77","240.62","238.91","238.91","238.91","237.91","238.57","236.67","257.61","239.56","236.93","236.99","236.99","236.99","132.7","274.04","226.42"
"20230315","210.68","210.68","139.42","139.42","139.42","139.42","230.81","240.75","242.62","242.61","242.42","240.36","190.43","192.02","202.37","241.34","238.5","254.97","252.05","252.05","241.46","238.8","239.37","254.17","139.42","254.97","219.59"
"20230316","210.68","140.72","133.92","128.08","140.72","210.5","210.68","239.16","239.34","245.79","239.11","245.79","238.28","238.91","237.28","238.78","238.35","240.71","241.36","241.36","241.36","236.52","236.52","236.54","128.08","245.79","220.6"
"20230317","240.44","140.5","140.5","140.72","140.72","140.72","240.52","243.07","242.97","241.15","269.24","248.11","240.72","249.48","257.44","241.15","239.91","241.22","241.15","240.41","240.23","240.27","240.31","243.32","140.5","269.24","224.54"
"20230318","228.18","193.24","139.6","140.03","140.03","193.33","193.43","193.51","140.03","118.05","117.41","138.31","112.6","126.18","112.6","115.72","113.59","131.36","191.8","193.16","193.25","193.25","193.25","193.24","112.6","228.18","160.48"
"20230319","134.24","124.34","115.29","114.1","114.1","118.87","132.65","134.65","114.1","114.1","114.1","114.1","114.1","114.1","114.1","114.1","118.6","137.05","145.88","145.88","151.39","151.39","151.39","151.39","114.1","151.39","128.46"
"20230320","140.28","133.21","133.21","133.21","133.21","140.01","210.68","240.14","241.63","245.79","251.61","240.13","202.18","191.18","190.05","238.81","238.03","241.09","274.56","274.56","245.79","239.43","240.78","253.92","133.21","274.56","215.56"
"20230321","224.33","210.42","206.64","139.85","210.63","210.51","224.33","251.61","239.73","265.34","251.61","239.53","237.75","238.74","245.1","238.74","245.1","251.61","273.92","238.63","237.75","237.7","237.75","237.82","139.85","273.92","234.35"
"20230322","237.7","237.73","192.18","139.2","188.95","237.74","237.74","240.78","242.82","264.45","250.75","251.61","242.79","242.79","242.85","239.01","257.44","269.69","247.94","247.94","247.94","238.59","237.31","237.35","139.2","269.69","237.55"
"20230323","241.22","241.21","206.64","206.64","206.64","241.28","241.31","241.28","251.79","251.79","243.45","242.46","223.45","241.46","237.73","242.67","242.46","241.09","243.62","242.96","246.25","241.38","241.47","241.54","206.64","251.79","238.22"
"20230324","219.27","217.95","153.58","140.01","171.26","188.95","238.02","242.23","253.22","251.61","241.79","238.16","190.43","227.21","225.88","233.55","240.78","240.85","253.06","253.06","253.06","253.07","253.07","253.07","140.01","253.22","228.27"
"20230325","246.49","241.17","241.18","197.18","200.54","241.19","241.54","241.54","191.11","193.86","138.52","125.07","126.18","118","119.39","119.39","154.06","225.03","241.9","241.92","241.93","241.95","241.96","241.96","118","246.49","203.58"
"20230326","241.56","207.31","192.35","171.82","171.82","220.94","225.05","225.05","128.77","118.19","118.24","118.41","118.25","118.41","118.33","118.41","119.3","198.47","241.56","241.72","241.73","241.75","241.76","241.77","118.19","241.77","186.08"
"20230327","195.86","126.67","126.67","126.67","126.67","140.01","219.67","241.37","246.66","310.45","262.54","254.05","202.62","232.99","243.94","232.99","238.13","244.42","248.3","251.61","245.79","240.78","240.78","237.76","126.67","310.45","222.32"
"20230328","241","240.91","196.01","188.95","240.5","241","240.98","241.75","242.26","240.65","242.65","242.36","137.9","153.58","241.4","189.95","240.34","241.24","257.44","257.44","242.74","240.88","241.37","240.91","137.9","257.44","229.68"
"20230329","238.7","238.65","238.7","206.64","171.26","238.7","238.7","243.25","243.25","238.22","238.11","239.96","196.81","137.04","136.82","198.29","224.33","239.46","248.01","248.45","245.82","244.61","241.45","240.78","136.82","248.45","225.33"
"20230330","238.87","238.9","238.29","206.64","210.42","238.28","238.95","240.87","250.02","254.92","246.56","240.14","238.72","239.72","198.76","198.76","238.13","240.78","251.99","249.72","246.5","240.99","241.16","238.8","198.76","254.92","236.64"
"20230331","243.03","243.06","196.81","171.26","196.81","224.62","243.11","242.88","242.73","246.81","257.44","244.13","136.82","171.26","171.26","210.06","240.78","239.23","244.18","245.19","243.61","242.73","242.8","242.84","136.82","257.44","225.61"
"20230401","171.82","154.08","141.21","132.57","154.08","155.35","171.82","154.08","154.29","143.05","154.29","173.28","119.33","154.29","160.04","160.04","165.34","178.59","178.6","178.62","178.64","178.66","178.67","178.68","119.33","178.68","161.87"
"20230402","171.84","125.81","124.93","124","124.93","171.84","171.84","160.8","121.38","107.22","116.34","117.51","107.28","107.47","117.64","106.4","111.14","155.96","171.84","171.84","171.84","171.84","171.84","171.84","106.4","171.84","142.76"
"20230403","140.78","126.99","125.91","122.91","125.91","128.08","171.28","171.28","172.26","171.96","174.73","170.18","158.9","169.14","169.14","169.14","174.73","174.52","182.37","183.1","176.51","175.02","175.02","174.14","122.91","183.1","163.61"
"20230404","171.28","164.46","171.28","159.79","164.5","171.28","173.44","173.86","183.68","180.58","173.99","173.33","166.08","173.32","175.53","181.76","182.59","182.07","188.97","182.49","181.76","175.53","177.72","174.19","159.79","188.97","175.58"
"20230405","175.43","175.43","175.48","157.08","157.48","175.43","175.48","176.34","186.62","205.2","186.5","180.07","174.91","176.74","176.74","176.74","176.74","180.96","180.96","180.07","175.4","175.43","175.43","175.48","157.08","205.2","177.71"
"20230406","176.6","176.6","154.4","154.4","154.4","158.08","176.61","177.8","180.48","180.46","180.45","177.8","168.12","176.49","177.11","176.49","180.45","180.45","180.46","186.35","180.44","176.6","186.35","176.61","154.4","186.35","175.3"
"20230407","171.28","154.15","141.08","132.25","132.58","155.27","171.28","173.81","184.26","185.98","185.59","176.14","158.27","158.43","176.1","176.1","176.08","176.13","198.91","176.14","176.12","173.83","173.83","173.84","132.25","198.91","169.97"
"20230408","171.82","154.08","133.09","133.09","133.09","150.41","170.69","154.29","122.98","166.71","185.73","165.43","135.51","135.51","135.51","153.15","121.96","155.36","185.73","177.49","177.36","177.05","177.05","177.05","121.96","185.73","156.98"
"20230409","171.84","146.53","126.51","126.51","127.39","171.84","171.84","160.8","121.74","116.67","117.93","118.27","118.27","117.6","118.43","120.21","162.99","176.76","171.84","184.78","171.84","171.84","171.84","171.84","116.67","184.78","149.88"
"20230410","133.59","126.83","124.66","124.66","125.61","129","153.6","173.69","172.46","172.46","172.46","172.46","172.44","172.46","172.46","172.46","172.45","172.45","189.26","203.77","174.43","172.43","172.42","172.39","124.66","203.77","164.44"
"20230411","173.22","131.72","130.49","130.49","130.49","131.72","171.28","174.59","179.57","188.97","197.85","179.57","173.66","173.78","173.66","174.02","188.97","188.97","188.97","188.97","179.62","188.97","175.2","188.97","130.49","197.85","172.43"
"20230412","173.89","173.91","140.78","130.73","140.78","173.91","173.91","174.9","178.74","184.97","178.82","178.81","174.9","178.75","178.81","175.19","174.98","175.02","178.79","178.82","178.78","175.21","175.21","174.48","130.73","184.97","172.44"
"20230413","171.28","159.12","132.94","131.72","148.15","157","172.14","187.4","186.93","188.35","169.86","166.5","159.51","160.44","161.47","161.47","171.28","172.45","182.77","182.78","172.76","172.99","173.22","173.23","131.72","188.35","168.09"
"20230414","171.28","158.48","158.94","140.78","140.78","160.16","171.03","174.07","174.37","174.37","174.36","174.31","160.78","174.36","174.34","174.36","180.92","180.94","181.14","180.96","180.95","174.37","174.37","173.47","140.78","181.14","170.85"
"20230415","171.82","152.55","132.98","132.98","132.98","146.49","149.37","150.23","175.9","175.9","175.9","179.92","166.58","170.08","170.19","184.06","178.64","173.68","171.82","175.9","171.82","171.82","171.82","171.82","132.98","184.06","164.89"
"20230416","171.84","157.03","127.17","127.17","144.18","171.84","171.84","160.15","160.77","160.77","162.06","164.6","164.61","164.61","164.61","164.58","167.69","171.84","171.84","171.84","171.84","171.84","171.84","171.84","127.17","171.84","163.05"
"20230417","152.15","127","125.68","125.33","125.68","132.41","160.92","167.01","172.02","172.03","172.03","172.03","172","172.03","172.03","172.03","172.01","171.99","174.12","184.28","174.42","172","172.01","171.99","125.33","184.28","163.3"
"20230418","171.28","171.28","153.85","153.78","153.71","157.65","172.33","172.68","178.69","217.36","206.66","175.55","170.11","175.55","178.87","224.35","182.64","182.67","182.78","182.79","175.55","174.22","174.25","174.3","153.71","224.35","178.78"
"20230419","173.22","173.22","157.31","157.31","160.37","160.37","173.12","173.88","179.23","179.2","176.03","175.34","165.18","175.34","176.03","179.23","180.94","180.94","180.94","180.95","179.21","175.65","174.66","174.7","157.31","180.95","173.91"
"20230420","171.28","141.69","131.61","131.61","131.61","154.24","171.28","173.77","173.76","184.33","170.92","173","169.53","172.5","172.5","172.5","171.28","175.89","183.57","197.56","182.87","175.91","175.9","175.86","131.61","197.56","169.05"
"20230421","162.16","138.05","131.08","131.08","132.06","132.06","153.6","153.6","174.45","173.22","165.97","165.96","165.95","165.95","172.46","179.05","179.08","179.09","179.07","179.07","179.06","174.44","174.45","174.46","131.08","179.09","164.14"
"20230422","154.08","133.81","132.56","129.3","129.3","133.65","142.21","143.66","165.43","164.66","164.15","163.53","163.53","163.53","167.48","170.24","170.13","173.68","162.51","173.32","161.18","163.72","157.7","154.29","129.3","173.68","155.79"
"20230423","154.09","136.57","124.27","124.27","124.27","124.27","154.09","124.27","120","120.16","150.51","162.48","161.97","152.99","140.19","119.63","167.47","172.12","171.84","171.84","190.47","171.84","171.84","171.84","119.63","190.47","150.07"
"20230424","128.51","125.66","122.89","122.89","124","128.51","153.6","173.22","191.61","194.68","169.84","169.84","166.34","166.34","166.34","166.34","171.28","172.51","184.88","187.2","180.99","176.46","172.33","173.22","122.89","194.68","163.96"
"20230425","171.28","159.42","140.78","140.78","140.78","140.78","159.95","173.22","180.72","179.51","179.51","175.35","166.88","176.76","179.51","179.51","180.19","179.51","180.35","179.51","175.62","174.21","174.34","174.17","140.78","180.72","170.35"
"20230426","172.45","131.87","131.87","131.87","131.87","131.87","163.27","173.72","173.71","169.74","169.68","160.43","129.32","160.94","165.47","167.54","172.85","179.24","180.65","180.81","180.02","179.71","179.71","173.73","129.32","180.81","163.36"
"20230427","170.06","164.07","132.78","164.01","154.48","164.02","175.37","175.52","175.34","173.73","173.74","173.74","165.53","170.57","173.73","173.73","173.73","181.61","181.63","182.06","179.81","174.91","174.92","174.8","132.78","182.06","171.47"
"20230428","173.22","166.04","164.03","152.69","131.12","153.5","174.27","174.25","174.43","169.88","174.73","162.9","156.04","160.56","169.85","161.62","168.19","177.43","177.46","182.6","177.46","177.45","177.44","174.54","131.12","182.6","168.49"
"20230429","154.29","147.19","131.79","131.79","131.79","142.03","146.88","125.63","123.91","120.61","157.86","162.86","159.59","161.18","161.18","168.79","168.79","156.71","154.29","168.76","168.76","152.92","168.76","168.76","120.61","168.79","151.61"
"20230430","130.04","125.36","123.81","123.81","125.36","126.66","136.46","124.91","109.38","106.8","106.31","117.3","117.25","118.51","106.8","119.55","121.49","140.19","139.52","147.98","147.82","142.3","142.9","140.19","106.31","147.98","128.08"
"20230501","125.35","114.9","114.9","114.9","114.9","114.99","123.51","124.74","123.51","115.88","114.99","114.9","112.3","114.9","116.52","125.26","128.46","134.84","137.68","137.73","137.73","134.84","134.84","134.01","112.3","137.73","124.36"
